split,path,label
train,Agaricus campestris/263669.jpg,Agaricus campestris
train,Agaricus campestris/263670.jpg,Agaricus campestris
train,Agaricus campestris/270982.jpg,Agaricus campestris
train,Agaricus campestris/270983.jpg,Agaricus campestris
train,Agaricus campestris/275474.jpg,Agaricus campestris
train,Agaricus campestris/275475.jpg,Agaricus campestris
train,Agaricus campestris/276216.jpg,Agaricus campestris
train,Agaricus campestris/276217.jpg,Agaricus campestris
train,Agaricus campestris/276218.jpg,Agaricus campestris
train,Agaricus campestris/276219.jpg,Agaricus campestris
train,Agaricus campestris/276221.jpg,Agaricus campestris
train,Agaricus campestris/276223.jpg,Agaricus campestris
train,Agaricus campestris/277483.jpg,Agaricus campestris
train,Agaricus campestris/277497.jpg,Agaricus campestris
train,Agaricus campestris/277499.jpg,Agaricus campestris
train,Agaricus campestris/277504.jpg,Agaricus campestris
train,Agaricus campestris/277571.jpg,Agaricus campestris
train,Agaricus campestris/28295.jpg,Agaricus campestris
train,Agaricus campestris/28297.jpg,Agaricus campestris
train,Agaricus campestris/28680.jpg,Agaricus campestris
train,Agaricus campestris/28681.jpg,Agaricus campestris
train,Agaricus campestris/293297.jpg,Agaricus campestris
train,Agaricus campestris/293298.jpg,Agaricus campestris
train,Agaricus campestris/294940.jpg,Agaricus campestris
train,Agaricus campestris/302173.jpg,Agaricus campestris
train,Agaricus campestris/3119.jpg,Agaricus campestris
train,Agaricus campestris/3120.jpg,Agaricus campestris
train,Agaricus campestris/316068.jpg,Agaricus campestris
train,Agaricus campestris/316069.jpg,Agaricus campestris
train,Agaricus campestris/316072.jpg,Agaricus campestris
train,Agaricus campestris/316073.jpg,Agaricus campestris
train,Agaricus campestris/316074.jpg,Agaricus campestris
train,Agaricus campestris/32457.jpg,Agaricus campestris
train,Agaricus campestris/32459.jpg,Agaricus campestris
train,Agaricus campestris/32461.jpg,Agaricus campestris
train,Agaricus campestris/32464.jpg,Agaricus campestris
train,Agaricus campestris/32465.jpg,Agaricus campestris
train,Agaricus campestris/32467.jpg,Agaricus campestris
train,Agaricus campestris/32469.jpg,Agaricus campestris
train,Agaricus campestris/32725.jpg,Agaricus campestris
train,Agaricus campestris/32726.jpg,Agaricus campestris
train,Agaricus campestris/32727.jpg,Agaricus campestris
train,Agaricus campestris/332895.jpg,Agaricus campestris
train,Agaricus campestris/332896.jpg,Agaricus campestris
train,Agaricus campestris/334558.jpg,Agaricus campestris
train,Agaricus campestris/334559.jpg,Agaricus campestris
train,Agaricus campestris/336875.jpg,Agaricus campestris
train,Agaricus campestris/337173.jpg,Agaricus campestris
train,Agaricus campestris/340999.jpg,Agaricus campestris
train,Agaricus campestris/341232.jpg,Agaricus campestris
train,Agaricus campestris/341233.jpg,Agaricus campestris
train,Agaricus campestris/342046.jpg,Agaricus campestris
train,Agaricus campestris/342047.jpg,Agaricus campestris
train,Agaricus campestris/342050.jpg,Agaricus campestris
train,Agaricus campestris/349459.jpg,Agaricus campestris
train,Agaricus campestris/351852.jpg,Agaricus campestris
train,Agaricus campestris/351853.jpg,Agaricus campestris
train,Agaricus campestris/353519.jpg,Agaricus campestris
train,Agaricus campestris/353520.jpg,Agaricus campestris
train,Agaricus campestris/353521.jpg,Agaricus campestris
train,Agaricus campestris/353524.jpg,Agaricus campestris
train,Agaricus campestris/353542.jpg,Agaricus campestris
train,Agaricus campestris/35470.jpg,Agaricus campestris
train,Agaricus campestris/355954.jpg,Agaricus campestris
train,Agaricus campestris/355958.jpg,Agaricus campestris
train,Agaricus campestris/360143.jpg,Agaricus campestris
train,Agaricus campestris/360144.jpg,Agaricus campestris
train,Agaricus campestris/360146.jpg,Agaricus campestris
train,Agaricus campestris/360148.jpg,Agaricus campestris
train,Agaricus campestris/360968.jpg,Agaricus campestris
train,Agaricus campestris/360969.jpg,Agaricus campestris
train,Agaricus campestris/360970.jpg,Agaricus campestris
train,Agaricus campestris/360971.jpg,Agaricus campestris
train,Agaricus campestris/362570.jpg,Agaricus campestris
train,Agaricus campestris/362572.jpg,Agaricus campestris
train,Agaricus campestris/362576.jpg,Agaricus campestris
train,Agaricus campestris/362579.jpg,Agaricus campestris
train,Agaricus campestris/362582.jpg,Agaricus campestris
train,Agaricus campestris/381207.jpg,Agaricus campestris
train,Agaricus campestris/381209.jpg,Agaricus campestris
train,Agaricus campestris/389154.jpg,Agaricus campestris
train,Agaricus campestris/404047.jpg,Agaricus campestris
train,Agaricus campestris/404048.jpg,Agaricus campestris
train,Agaricus campestris/405569.jpg,Agaricus campestris
train,Agaricus campestris/406184.jpg,Agaricus campestris
train,Agaricus campestris/407397.jpg,Agaricus campestris
train,Agaricus campestris/408144.jpg,Agaricus campestris
train,Agaricus campestris/408245.jpg,Agaricus campestris
train,Agaricus campestris/408246.jpg,Agaricus campestris
train,Agaricus campestris/408247.jpg,Agaricus campestris
train,Agaricus campestris/429517.jpg,Agaricus campestris
train,Agaricus campestris/431958.jpg,Agaricus campestris
train,Agaricus campestris/431959.jpg,Agaricus campestris
train,Agaricus campestris/431960.jpg,Agaricus campestris
train,Agaricus campestris/437146.jpg,Agaricus campestris
train,Agaricus campestris/446386.jpg,Agaricus campestris
train,Agaricus campestris/446546.jpg,Agaricus campestris
train,Agaricus campestris/446547.jpg,Agaricus campestris
train,Agaricus campestris/446553.jpg,Agaricus campestris
train,Agaricus campestris/457487.jpg,Agaricus campestris
train,Agaricus campestris/46355.jpg,Agaricus campestris
train,Agaricus campestris/46358.jpg,Agaricus campestris
train,Agaricus campestris/46407.jpg,Agaricus campestris
train,Agaricus campestris/465500.jpg,Agaricus campestris
train,Agaricus campestris/471631.jpg,Agaricus campestris
train,Agaricus campestris/471853.jpg,Agaricus campestris
train,Agaricus campestris/471895.jpg,Agaricus campestris
train,Agaricus campestris/482265.jpg,Agaricus campestris
train,Agaricus campestris/484489.jpg,Agaricus campestris
train,Agaricus campestris/484490.jpg,Agaricus campestris
train,Agaricus campestris/490178.jpg,Agaricus campestris
train,Agaricus campestris/490180.jpg,Agaricus campestris
train,Agaricus campestris/490638.jpg,Agaricus campestris
train,Agaricus campestris/490643.jpg,Agaricus campestris
train,Agaricus campestris/496982.jpg,Agaricus campestris
train,Agaricus campestris/496983.jpg,Agaricus campestris
train,Agaricus campestris/496984.jpg,Agaricus campestris
train,Agaricus campestris/496985.jpg,Agaricus campestris
train,Agaricus campestris/496986.jpg,Agaricus campestris
train,Agaricus campestris/496987.jpg,Agaricus campestris
train,Agaricus campestris/496988.jpg,Agaricus campestris
train,Agaricus campestris/502222.jpg,Agaricus campestris
train,Agaricus campestris/502223.jpg,Agaricus campestris
train,Agaricus campestris/502224.jpg,Agaricus campestris
train,Agaricus campestris/51225.jpg,Agaricus campestris
train,Agaricus campestris/528933.jpg,Agaricus campestris
train,Agaricus campestris/528935.jpg,Agaricus campestris
train,Agaricus campestris/552997.jpg,Agaricus campestris
train,Agaricus campestris/552998.jpg,Agaricus campestris
train,Agaricus campestris/555246.jpg,Agaricus campestris
train,Agaricus campestris/555266.jpg,Agaricus campestris
train,Agaricus campestris/555268.jpg,Agaricus campestris
train,Agaricus campestris/555269.jpg,Agaricus campestris
train,Agaricus campestris/555274.jpg,Agaricus campestris
train,Agaricus campestris/555276.jpg,Agaricus campestris
train,Agaricus campestris/555277.jpg,Agaricus campestris
train,Agaricus campestris/556240.jpg,Agaricus campestris
train,Agaricus campestris/556241.jpg,Agaricus campestris
train,Agaricus campestris/556242.jpg,Agaricus campestris
train,Agaricus campestris/556243.jpg,Agaricus campestris
train,Agaricus campestris/557006.jpg,Agaricus campestris
train,Agaricus campestris/557334.jpg,Agaricus campestris
train,Agaricus campestris/557335.jpg,Agaricus campestris
train,Agaricus campestris/557396.jpg,Agaricus campestris
train,Agaricus campestris/560418.jpg,Agaricus campestris
train,Agaricus campestris/560420.jpg,Agaricus campestris
train,Agaricus campestris/560422.jpg,Agaricus campestris
train,Agaricus campestris/561886.jpg,Agaricus campestris
train,Agaricus campestris/561995.jpg,Agaricus campestris
train,Agaricus campestris/561997.jpg,Agaricus campestris
train,Agaricus campestris/561998.jpg,Agaricus campestris
train,Agaricus campestris/562038.jpg,Agaricus campestris
train,Agaricus campestris/562039.jpg,Agaricus campestris
train,Agaricus campestris/564566.jpg,Agaricus campestris
train,Agaricus campestris/570235.jpg,Agaricus campestris
train,Agaricus campestris/572858.jpg,Agaricus campestris
train,Agaricus campestris/572860.jpg,Agaricus campestris
train,Agaricus campestris/572862.jpg,Agaricus campestris
train,Agaricus campestris/572866.jpg,Agaricus campestris
train,Agaricus campestris/572936.jpg,Agaricus campestris
train,Agaricus campestris/572937.jpg,Agaricus campestris
train,Agaricus campestris/575649.jpg,Agaricus campestris
train,Agaricus campestris/575650.jpg,Agaricus campestris
train,Agaricus campestris/577166.jpg,Agaricus campestris
train,Agaricus campestris/577449.jpg,Agaricus campestris
train,Agaricus campestris/582833.jpg,Agaricus campestris
train,Agaricus campestris/582834.jpg,Agaricus campestris
train,Agaricus campestris/582835.jpg,Agaricus campestris
train,Agaricus campestris/583967.jpg,Agaricus campestris
train,Agaricus campestris/58657.jpg,Agaricus campestris
train,Agaricus campestris/591429.jpg,Agaricus campestris
train,Agaricus campestris/598787.jpg,Agaricus campestris
train,Agaricus campestris/598789.jpg,Agaricus campestris
train,Agaricus campestris/61004.jpg,Agaricus campestris
train,Agaricus campestris/616653.jpg,Agaricus campestris
train,Agaricus campestris/616654.jpg,Agaricus campestris
train,Agaricus campestris/618738.jpg,Agaricus campestris
train,Agaricus campestris/618740.jpg,Agaricus campestris
train,Agaricus campestris/618741.jpg,Agaricus campestris
train,Agaricus campestris/618742.jpg,Agaricus campestris
train,Agaricus campestris/6193.jpg,Agaricus campestris
train,Agaricus campestris/621372.jpg,Agaricus campestris
train,Agaricus campestris/632724.jpg,Agaricus campestris
train,Agaricus campestris/632725.jpg,Agaricus campestris
train,Agaricus campestris/633722.jpg,Agaricus campestris
train,Agaricus campestris/633723.jpg,Agaricus campestris
train,Agaricus campestris/641126.jpg,Agaricus campestris
train,Agaricus campestris/641127.jpg,Agaricus campestris
train,Agaricus campestris/641128.jpg,Agaricus campestris
train,Agaricus campestris/641351.jpg,Agaricus campestris
train,Agaricus campestris/641352.jpg,Agaricus campestris
train,Agaricus campestris/6554.jpg,Agaricus campestris
train,Agaricus campestris/661431.jpg,Agaricus campestris
train,Agaricus campestris/661432.jpg,Agaricus campestris
train,Agaricus campestris/668831.jpg,Agaricus campestris
train,Agaricus campestris/669000.jpg,Agaricus campestris
train,Agaricus campestris/6691.jpg,Agaricus campestris
train,Agaricus campestris/6693.jpg,Agaricus campestris
train,Agaricus campestris/670173.jpg,Agaricus campestris
train,Agaricus campestris/670175.jpg,Agaricus campestris
train,Agaricus campestris/680433.jpg,Agaricus campestris
train,Agaricus campestris/680434.jpg,Agaricus campestris
train,Agaricus campestris/681398.jpg,Agaricus campestris
train,Agaricus campestris/683271.jpg,Agaricus campestris
train,Agaricus campestris/683273.jpg,Agaricus campestris
train,Agaricus campestris/683274.jpg,Agaricus campestris
train,Agaricus campestris/683275.jpg,Agaricus campestris
train,Agaricus campestris/689193.jpg,Agaricus campestris
train,Agaricus campestris/689196.jpg,Agaricus campestris
train,Agaricus campestris/692138.jpg,Agaricus campestris
train,Agaricus campestris/692139.jpg,Agaricus campestris
train,Agaricus campestris/694.jpg,Agaricus campestris
train,Agaricus campestris/6966.jpg,Agaricus campestris
train,Agaricus campestris/76669.jpg,Agaricus campestris
train,Agaricus campestris/76670.jpg,Agaricus campestris
train,Agaricus campestris/784.jpg,Agaricus campestris
train,Agaricus campestris/87492.jpg,Agaricus campestris
train,Agaricus campestris/88749.jpg,Agaricus campestris
train,Agaricus campestris/988.jpg,Agaricus campestris
train,Agaricus campestris/989.jpg,Agaricus campestris
train,Amanita muscaria/101118.jpg,Amanita muscaria
train,Amanita muscaria/101508.jpg,Amanita muscaria
train,Amanita muscaria/101543.jpg,Amanita muscaria
train,Amanita muscaria/101545.jpg,Amanita muscaria
train,Amanita muscaria/101858.jpg,Amanita muscaria
train,Amanita muscaria/102129.jpg,Amanita muscaria
train,Amanita muscaria/102529.jpg,Amanita muscaria
train,Amanita muscaria/102609.jpg,Amanita muscaria
train,Amanita muscaria/102853.jpg,Amanita muscaria
train,Amanita muscaria/103730.jpg,Amanita muscaria
train,Amanita muscaria/103821.jpg,Amanita muscaria
train,Amanita muscaria/104719.jpg,Amanita muscaria
train,Amanita muscaria/104721.jpg,Amanita muscaria
train,Amanita muscaria/105311.jpg,Amanita muscaria
train,Amanita muscaria/106062.jpg,Amanita muscaria
train,Amanita muscaria/106946.jpg,Amanita muscaria
train,Amanita muscaria/107565.jpg,Amanita muscaria
train,Amanita muscaria/107803.jpg,Amanita muscaria
train,Amanita muscaria/107804.jpg,Amanita muscaria
train,Amanita muscaria/108194.jpg,Amanita muscaria
train,Amanita muscaria/108204.jpg,Amanita muscaria
train,Amanita muscaria/108258.jpg,Amanita muscaria
train,Amanita muscaria/108260.jpg,Amanita muscaria
train,Amanita muscaria/108348.jpg,Amanita muscaria
train,Amanita muscaria/108496.jpg,Amanita muscaria
train,Amanita muscaria/108584.jpg,Amanita muscaria
train,Amanita muscaria/108589.jpg,Amanita muscaria
train,Amanita muscaria/108596.jpg,Amanita muscaria
train,Amanita muscaria/108597.jpg,Amanita muscaria
train,Amanita muscaria/108602.jpg,Amanita muscaria
train,Amanita muscaria/108608.jpg,Amanita muscaria
train,Amanita muscaria/109612.jpg,Amanita muscaria
train,Amanita muscaria/109614.jpg,Amanita muscaria
train,Amanita muscaria/109993.jpg,Amanita muscaria
train,Amanita muscaria/110047.jpg,Amanita muscaria
train,Amanita muscaria/110049.jpg,Amanita muscaria
train,Amanita muscaria/110650.jpg,Amanita muscaria
train,Amanita muscaria/110776.jpg,Amanita muscaria
train,Amanita muscaria/110805.jpg,Amanita muscaria
train,Amanita muscaria/110881.jpg,Amanita muscaria
train,Amanita muscaria/110883.jpg,Amanita muscaria
train,Amanita muscaria/11103.jpg,Amanita muscaria
train,Amanita muscaria/111333.jpg,Amanita muscaria
train,Amanita muscaria/111702.jpg,Amanita muscaria
train,Amanita muscaria/112027.jpg,Amanita muscaria
train,Amanita muscaria/112564.jpg,Amanita muscaria
train,Amanita muscaria/112732.jpg,Amanita muscaria
train,Amanita muscaria/113602.jpg,Amanita muscaria
train,Amanita muscaria/114890.jpg,Amanita muscaria
train,Amanita muscaria/114893.jpg,Amanita muscaria
train,Amanita muscaria/114915.jpg,Amanita muscaria
train,Amanita muscaria/114918.jpg,Amanita muscaria
train,Amanita muscaria/114993.jpg,Amanita muscaria
train,Amanita muscaria/116685.jpg,Amanita muscaria
train,Amanita muscaria/117105.jpg,Amanita muscaria
train,Amanita muscaria/11792.jpg,Amanita muscaria
train,Amanita muscaria/118086.jpg,Amanita muscaria
train,Amanita muscaria/119065.jpg,Amanita muscaria
train,Amanita muscaria/119604.jpg,Amanita muscaria
train,Amanita muscaria/119605.jpg,Amanita muscaria
train,Amanita muscaria/120866.jpg,Amanita muscaria
train,Amanita muscaria/121174.jpg,Amanita muscaria
train,Amanita muscaria/122491.jpg,Amanita muscaria
train,Amanita muscaria/122826.jpg,Amanita muscaria
train,Amanita muscaria/122827.jpg,Amanita muscaria
train,Amanita muscaria/123098.jpg,Amanita muscaria
train,Amanita muscaria/125193.jpg,Amanita muscaria
train,Amanita muscaria/125899.jpg,Amanita muscaria
train,Amanita muscaria/125901.jpg,Amanita muscaria
train,Amanita muscaria/126176.jpg,Amanita muscaria
train,Amanita muscaria/126211.jpg,Amanita muscaria
train,Amanita muscaria/126212.jpg,Amanita muscaria
train,Amanita muscaria/126644.jpg,Amanita muscaria
train,Amanita muscaria/126646.jpg,Amanita muscaria
train,Amanita muscaria/126662.jpg,Amanita muscaria
train,Amanita muscaria/128554.jpg,Amanita muscaria
train,Amanita muscaria/128555.jpg,Amanita muscaria
train,Amanita muscaria/128616.jpg,Amanita muscaria
train,Amanita muscaria/128618.jpg,Amanita muscaria
train,Amanita muscaria/128620.jpg,Amanita muscaria
train,Amanita muscaria/129681.jpg,Amanita muscaria
train,Amanita muscaria/132489.jpg,Amanita muscaria
train,Amanita muscaria/134702.jpg,Amanita muscaria
train,Amanita muscaria/137433.jpg,Amanita muscaria
train,Amanita muscaria/139454.jpg,Amanita muscaria
train,Amanita muscaria/14112.jpg,Amanita muscaria
train,Amanita muscaria/142814.jpg,Amanita muscaria
train,Amanita muscaria/14301.jpg,Amanita muscaria
train,Amanita muscaria/14303.jpg,Amanita muscaria
train,Amanita muscaria/143432.jpg,Amanita muscaria
train,Amanita muscaria/143438.jpg,Amanita muscaria
train,Amanita muscaria/145025.jpg,Amanita muscaria
train,Amanita muscaria/145028.jpg,Amanita muscaria
train,Amanita muscaria/155598.jpg,Amanita muscaria
train,Amanita muscaria/155599.jpg,Amanita muscaria
train,Amanita muscaria/15772.jpg,Amanita muscaria
train,Amanita muscaria/161755.jpg,Amanita muscaria
train,Amanita muscaria/164293.jpg,Amanita muscaria
train,Amanita muscaria/165850.jpg,Amanita muscaria
train,Amanita muscaria/166023.jpg,Amanita muscaria
train,Amanita muscaria/166453.jpg,Amanita muscaria
train,Amanita muscaria/166454.jpg,Amanita muscaria
train,Amanita muscaria/166486.jpg,Amanita muscaria
train,Amanita muscaria/166496.jpg,Amanita muscaria
train,Amanita muscaria/167211.jpg,Amanita muscaria
train,Amanita muscaria/167212.jpg,Amanita muscaria
train,Amanita muscaria/167393.jpg,Amanita muscaria
train,Amanita muscaria/170114.jpg,Amanita muscaria
train,Amanita muscaria/17392.jpg,Amanita muscaria
train,Amanita muscaria/174641.jpg,Amanita muscaria
train,Amanita muscaria/175266.jpg,Amanita muscaria
train,Amanita muscaria/176297.jpg,Amanita muscaria
train,Amanita muscaria/176300.jpg,Amanita muscaria
train,Amanita muscaria/177697.jpg,Amanita muscaria
train,Amanita muscaria/178689.jpg,Amanita muscaria
train,Amanita muscaria/179058.jpg,Amanita muscaria
train,Amanita muscaria/179961.jpg,Amanita muscaria
train,Amanita muscaria/179962.jpg,Amanita muscaria
train,Amanita muscaria/180625.jpg,Amanita muscaria
train,Amanita muscaria/181244.jpg,Amanita muscaria
train,Amanita muscaria/184204.jpg,Amanita muscaria
train,Amanita muscaria/1851.jpg,Amanita muscaria
train,Amanita muscaria/190034.jpg,Amanita muscaria
train,Amanita muscaria/19884.jpg,Amanita muscaria
train,Amanita muscaria/199152.jpg,Amanita muscaria
train,Amanita muscaria/202001.jpg,Amanita muscaria
train,Amanita muscaria/210287.jpg,Amanita muscaria
train,Amanita muscaria/21431.jpg,Amanita muscaria
train,Amanita muscaria/21434.jpg,Amanita muscaria
train,Amanita muscaria/215113.jpg,Amanita muscaria
train,Amanita muscaria/215258.jpg,Amanita muscaria
train,Amanita muscaria/215920.jpg,Amanita muscaria
train,Amanita muscaria/219359.jpg,Amanita muscaria
train,Amanita muscaria/221758.jpg,Amanita muscaria
train,Amanita muscaria/221759.jpg,Amanita muscaria
train,Amanita muscaria/22487.jpg,Amanita muscaria
train,Amanita muscaria/22935.jpg,Amanita muscaria
train,Amanita muscaria/234797.jpg,Amanita muscaria
train,Amanita muscaria/23599.jpg,Amanita muscaria
train,Amanita muscaria/23692.jpg,Amanita muscaria
train,Amanita muscaria/23696.jpg,Amanita muscaria
train,Amanita muscaria/239657.jpg,Amanita muscaria
train,Amanita muscaria/24332.jpg,Amanita muscaria
train,Amanita muscaria/245421.jpg,Amanita muscaria
train,Amanita muscaria/251063.jpg,Amanita muscaria
train,Amanita muscaria/25238.jpg,Amanita muscaria
train,Amanita muscaria/25524.jpg,Amanita muscaria
train,Amanita muscaria/255275.jpg,Amanita muscaria
train,Amanita muscaria/25685.jpg,Amanita muscaria
train,Amanita muscaria/258583.jpg,Amanita muscaria
train,Amanita muscaria/26026.jpg,Amanita muscaria
train,Amanita muscaria/26028.jpg,Amanita muscaria
train,Amanita muscaria/26029.jpg,Amanita muscaria
train,Amanita muscaria/26034.jpg,Amanita muscaria
train,Amanita muscaria/26035.jpg,Amanita muscaria
train,Amanita muscaria/26039.jpg,Amanita muscaria
train,Amanita muscaria/26053.jpg,Amanita muscaria
