image_lien,species,score_positive,score_negative,score_final,is_mushroom
161115.jpg,Agaricus campestris,0.264349102973938,0.20893721282482147,0.055411890149116516,True
161116.jpg,Agaricus campestris,0.31102585792541504,0.21438683569431305,0.09663902223110199,True
161117.jpg,Agaricus campestris,0.29319316148757935,0.21601885557174683,0.07717430591583252,True
161118.jpg,Agaricus campestris,0.31027108430862427,0.20026975870132446,0.1100013256072998,True
161555.jpg,Agaricus campestris,0.2339400202035904,0.22035764157772064,0.013582378625869751,False
161556.jpg,Agaricus campestris,0.3221116364002228,0.20448333024978638,0.1176283061504364,True
161557.jpg,Agaricus campestris,0.24428686499595642,0.1902121752500534,0.054074689745903015,True
161761.jpg,Agaricus campestris,0.2543499171733856,0.17926159501075745,0.07508832216262817,True
161762.jpg,Agaricus campestris,0.2562108039855957,0.19322845339775085,0.06298235058784485,True
161763.jpg,Agaricus campestris,0.2500755786895752,0.17841413617134094,0.07166144251823425,True
168500.jpg,Agaricus campestris,0.30311301350593567,0.23528653383255005,0.06782647967338562,True
168501.jpg,Agaricus campestris,0.31042879819869995,0.2284671515226364,0.08196164667606354,True
173599.jpg,Agaricus campestris,0.27176856994628906,0.22883161902427673,0.04293695092201233,True
17388.jpg,Agaricus campestris,0.2993873357772827,0.23881970345973969,0.06056763231754303,True
176162.jpg,Agaricus campestris,0.3028084635734558,0.215846985578537,0.08696147799491882,True
179757.jpg,Agaricus campestris,0.330608606338501,0.22224293649196625,0.10836566984653473,True
179758.jpg,Agaricus campestris,0.3106446862220764,0.21954700350761414,0.09109768271446228,True
179759.jpg,Agaricus campestris,0.3650844097137451,0.23588475584983826,0.12919965386390686,True
187091.jpg,Agaricus campestris,0.2983536124229431,0.23376213014125824,0.06459148228168488,True
199587.jpg,Agaricus campestris,0.26050060987472534,0.22563691437244415,0.03486369550228119,True
199588.jpg,Agaricus campestris,0.27323323488235474,0.23739267885684967,0.035840556025505066,True
199589.jpg,Agaricus campestris,0.19293957948684692,0.22825521230697632,-0.035315632820129395,False
199590.jpg,Agaricus campestris,0.21338240802288055,0.22623498737812042,-0.012852579355239868,False
201391.jpg,Agaricus campestris,0.3259070813655853,0.20725423097610474,0.11865285038948059,True
201392.jpg,Agaricus campestris,0.312602698802948,0.22028657793998718,0.09231612086296082,True
201393.jpg,Agaricus campestris,0.33173784613609314,0.23524874448776245,0.09648910164833069,True
201394.jpg,Agaricus campestris,0.2908779978752136,0.21192632615566254,0.07895167171955109,True
202711.jpg,Agaricus campestris,0.3255215585231781,0.23320449888706207,0.09231705963611603,True
202712.jpg,Agaricus campestris,0.29373329877853394,0.22522857785224915,0.06850472092628479,True
202713.jpg,Agaricus campestris,0.33556145429611206,0.2399458885192871,0.09561556577682495,True
202714.jpg,Agaricus campestris,0.33215969800949097,0.2447669506072998,0.08739274740219116,True
202715.jpg,Agaricus campestris,0.3306116461753845,0.24192065000534058,0.08869099617004395,True
202716.jpg,Agaricus campestris,0.3102304935455322,0.2433592975139618,0.06687119603157043,True
20775.jpg,Agaricus campestris,0.2944622039794922,0.24023592472076416,0.05422627925872803,True
20776.jpg,Agaricus campestris,0.27831795811653137,0.2154501974582672,0.06286776065826416,True
20777.jpg,Agaricus campestris,0.3042459785938263,0.22201988101005554,0.08222609758377075,True
20778.jpg,Agaricus campestris,0.269430935382843,0.20710420608520508,0.06232672929763794,True
20858.jpg,Agaricus campestris,0.3352648615837097,0.21354982256889343,0.12171503901481628,True
210023.jpg,Agaricus campestris,0.3021906912326813,0.21526911854743958,0.0869215726852417,True
21057.jpg,Agaricus campestris,0.18944931030273438,0.2263445109128952,-0.03689520061016083,False
21156.jpg,Agaricus campestris,0.2882261872291565,0.22528697550296783,0.06293921172618866,True
223524.jpg,Agaricus campestris,0.28918778896331787,0.24312293529510498,0.04606485366821289,True
230140.jpg,Agaricus campestris,0.3231925964355469,0.22671747207641602,0.09647512435913086,True
230141.jpg,Agaricus campestris,0.3171873688697815,0.22898268699645996,0.08820468187332153,True
230142.jpg,Agaricus campestris,0.2994784116744995,0.19294632971286774,0.10653208196163177,True
230143.jpg,Agaricus campestris,0.28031134605407715,0.23527993261814117,0.045031413435935974,True
230144.jpg,Agaricus campestris,0.2979426980018616,0.22409754991531372,0.07384514808654785,True
230145.jpg,Agaricus campestris,0.3242127001285553,0.22705182433128357,0.09716087579727173,True
230267.jpg,Agaricus campestris,0.2147304266691208,0.22954687476158142,-0.014816448092460632,False
230268.jpg,Agaricus campestris,0.21906813979148865,0.22325637936592102,-0.004188239574432373,False
230269.jpg,Agaricus campestris,0.22625282406806946,0.22839781641960144,-0.0021449923515319824,False
23209.jpg,Agaricus campestris,0.3225613236427307,0.23173773288726807,0.09082359075546265,True
236668.jpg,Agaricus campestris,0.2975385785102844,0.2126430869102478,0.08489549160003662,True
236669.jpg,Agaricus campestris,0.3323472738265991,0.19683848321437836,0.13550879061222076,True
236670.jpg,Agaricus campestris,0.32998785376548767,0.20472565293312073,0.12526220083236694,True
236671.jpg,Agaricus campestris,0.35812103748321533,0.23127897083759308,0.12684206664562225,True
236672.jpg,Agaricus campestris,0.30946385860443115,0.20215916633605957,0.10730469226837158,True
236678.jpg,Agaricus campestris,0.25486886501312256,0.18211495876312256,0.07275390625,True
236679.jpg,Agaricus campestris,0.3039889335632324,0.19709298014640808,0.10689595341682434,True
236680.jpg,Agaricus campestris,0.2936226725578308,0.18057270348072052,0.11304996907711029,True
236681.jpg,Agaricus campestris,0.3291870653629303,0.22529587149620056,0.10389119386672974,True
236682.jpg,Agaricus campestris,0.3107336163520813,0.2123878449201584,0.09834577143192291,True
236687.jpg,Agaricus campestris,0.23344290256500244,0.2353852242231369,-0.0019423216581344604,False
236688.jpg,Agaricus campestris,0.2554085850715637,0.2423063963651657,0.01310218870639801,False
236691.jpg,Agaricus campestris,0.24674271047115326,0.22802923619747162,0.01871347427368164,False
236692.jpg,Agaricus campestris,0.2120661437511444,0.227887362241745,-0.015821218490600586,False
236693.jpg,Agaricus campestris,0.23468011617660522,0.24722903966903687,-0.01254892349243164,False
239570.jpg,Agaricus campestris,0.3556143343448639,0.24526232481002808,0.11035200953483582,True
239571.jpg,Agaricus campestris,0.33107107877731323,0.2231740951538086,0.10789698362350464,True
239572.jpg,Agaricus campestris,0.32484525442123413,0.23010021448135376,0.09474503993988037,True
241846.jpg,Agaricus campestris,0.31695556640625,0.24823947250843048,0.06871609389781952,True
245144.jpg,Agaricus campestris,0.29210638999938965,0.22307318449020386,0.06903320550918579,True
245145.jpg,Agaricus campestris,0.3181160092353821,0.2134368121623993,0.10467919707298279,True
245146.jpg,Agaricus campestris,0.2907245457172394,0.21666960418224335,0.07405494153499603,True
245147.jpg,Agaricus campestris,0.30239033699035645,0.2056959867477417,0.09669435024261475,True
245148.jpg,Agaricus campestris,0.25532281398773193,0.17560330033302307,0.07971951365470886,True
245441.jpg,Agaricus campestris,0.2599719762802124,0.19878576695919037,0.061186209321022034,True
246103.jpg,Agaricus campestris,0.28630420565605164,0.19807006418704987,0.08823414146900177,True
246104.jpg,Agaricus campestris,0.3243846595287323,0.2222113013267517,0.10217335820198059,True
246105.jpg,Agaricus campestris,0.31344687938690186,0.22571814060211182,0.08772873878479004,True
246106.jpg,Agaricus campestris,0.3201602101325989,0.2232804149389267,0.09687979519367218,True
246107.jpg,Agaricus campestris,0.3485740125179291,0.22653499245643616,0.12203902006149292,True
246108.jpg,Agaricus campestris,0.2984711825847626,0.22424978017807007,0.0742214024066925,True
246109.jpg,Agaricus campestris,0.27564501762390137,0.22784268856048584,0.04780232906341553,True
247766.jpg,Agaricus campestris,0.3118458390235901,0.22189944982528687,0.08994638919830322,True
247767.jpg,Agaricus campestris,0.3070623576641083,0.21621590852737427,0.09084644913673401,True
248159.jpg,Agaricus campestris,0.3068089485168457,0.23404161632061005,0.07276733219623566,True
248643.jpg,Agaricus campestris,0.30458521842956543,0.24253720045089722,0.06204801797866821,True
252024.jpg,Agaricus campestris,0.3142246901988983,0.24189454317092896,0.07233014702796936,True
252025.jpg,Agaricus campestris,0.3238235414028168,0.270358145236969,0.05346539616584778,True
252026.jpg,Agaricus campestris,0.3328332304954529,0.23460590839385986,0.09822732210159302,True
253345.jpg,Agaricus campestris,0.31950682401657104,0.21705922484397888,0.10244759917259216,True
253354.jpg,Agaricus campestris,0.326491117477417,0.20967130362987518,0.11681981384754181,True
256037.jpg,Agaricus campestris,0.3461044430732727,0.20955884456634521,0.1365455985069275,True
258454.jpg,Agaricus campestris,0.2625964879989624,0.2798784375190735,-0.017281949520111084,False
258455.jpg,Agaricus campestris,0.26230618357658386,0.2867581248283386,-0.02445194125175476,False
258456.jpg,Agaricus campestris,0.2773170471191406,0.3008991479873657,-0.023582100868225098,False
258457.jpg,Agaricus campestris,0.3351884186267853,0.2241794764995575,0.11100894212722778,True
258458.jpg,Agaricus campestris,0.33400675654411316,0.2273494154214859,0.10665734112262726,True
258459.jpg,Agaricus campestris,0.31779828667640686,0.2182399332523346,0.09955835342407227,True
259877.jpg,Agaricus campestris,0.24828742444515228,0.24743503332138062,0.0008523911237716675,False
260501.jpg,Agaricus campestris,0.2863576412200928,0.2424197643995285,0.04393787682056427,True
261044.jpg,Agaricus campestris,0.2890758812427521,0.24533027410507202,0.043745607137680054,True
261108.jpg,Agaricus campestris,0.2836194634437561,0.22613562643527985,0.05748383700847626,True
262775.jpg,Agaricus campestris,0.3569348156452179,0.23812434077262878,0.11881047487258911,True
263667.jpg,Agaricus campestris,0.2585800886154175,0.18730123341083527,0.07127885520458221,True
263668.jpg,Agaricus campestris,0.25901806354522705,0.1921917051076889,0.06682635843753815,True
263669.jpg,Agaricus campestris,0.2968398928642273,0.2114451676607132,0.0853947252035141,True
263670.jpg,Agaricus campestris,0.2805313467979431,0.19164487719535828,0.08888646960258484,True
268657.jpg,Agaricus campestris,0.2827557921409607,0.2675393223762512,0.015216469764709473,False
270982.jpg,Agaricus campestris,0.3421172499656677,0.2538483142852783,0.0882689356803894,True
270983.jpg,Agaricus campestris,0.3253347873687744,0.2235141545534134,0.10182063281536102,True
275217.jpg,Agaricus campestris,0.26155710220336914,0.22689750790596008,0.03465959429740906,True
275218.jpg,Agaricus campestris,0.24628877639770508,0.21639995276927948,0.029888823628425598,False
275473.jpg,Agaricus campestris,0.3187316358089447,0.2175857126712799,0.1011459231376648,True
275474.jpg,Agaricus campestris,0.3051239550113678,0.22530406713485718,0.07981988787651062,True
275475.jpg,Agaricus campestris,0.19493137300014496,0.1947149932384491,0.00021637976169586182,False
275476.jpg,Agaricus campestris,0.34996992349624634,0.2381918579339981,0.11177806556224823,True
275477.jpg,Agaricus campestris,0.31444811820983887,0.21121565997600555,0.10323245823383331,True
275478.jpg,Agaricus campestris,0.3261987566947937,0.24920642375946045,0.07699233293533325,True
275479.jpg,Agaricus campestris,0.3437420725822449,0.24633842706680298,0.0974036455154419,True
276216.jpg,Agaricus campestris,0.3244040608406067,0.21980734169483185,0.10459671914577484,True
276217.jpg,Agaricus campestris,0.2971017062664032,0.2332434505224228,0.06385825574398041,True
276218.jpg,Agaricus campestris,0.34615862369537354,0.22374171018600464,0.1224169135093689,True
276219.jpg,Agaricus campestris,0.32652103900909424,0.24241766333580017,0.08410337567329407,True
276220.jpg,Agaricus campestris,0.379682332277298,0.23729924857616425,0.14238308370113373,True
276221.jpg,Agaricus campestris,0.33162301778793335,0.25214579701423645,0.0794772207736969,True
276222.jpg,Agaricus campestris,0.34635844826698303,0.22985005378723145,0.11650839447975159,True
276223.jpg,Agaricus campestris,0.2928609251976013,0.24032211303710938,0.05253881216049194,True
276224.jpg,Agaricus campestris,0.33564192056655884,0.20520368218421936,0.13043823838233948,True
277482.jpg,Agaricus campestris,0.33041518926620483,0.2558588981628418,0.07455629110336304,True
277483.jpg,Agaricus campestris,0.3269383907318115,0.21608364582061768,0.11085474491119385,True
277497.jpg,Agaricus campestris,0.30697986483573914,0.25181055068969727,0.05516931414604187,True
277498.jpg,Agaricus campestris,0.329594224691391,0.22943589091300964,0.10015833377838135,True
277499.jpg,Agaricus campestris,0.32801857590675354,0.2493988275527954,0.07861974835395813,True
277500.jpg,Agaricus campestris,0.3290627598762512,0.22549612820148468,0.10356663167476654,True
277501.jpg,Agaricus campestris,0.31894025206565857,0.22584450244903564,0.09309574961662292,True
277502.jpg,Agaricus campestris,0.33438023924827576,0.23482781648635864,0.09955242276191711,True
277503.jpg,Agaricus campestris,0.3608746826648712,0.22848442196846008,0.13239026069641113,True
277504.jpg,Agaricus campestris,0.3437653183937073,0.2015528678894043,0.14221245050430298,True
277505.jpg,Agaricus campestris,0.3129451870918274,0.2550436854362488,0.05790150165557861,True
277571.jpg,Agaricus campestris,0.31845808029174805,0.21996665000915527,0.09849143028259277,True
277572.jpg,Agaricus campestris,0.3309209942817688,0.23669801652431488,0.09422297775745392,True
277573.jpg,Agaricus campestris,0.3414457440376282,0.23182843625545502,0.10961730778217316,True
277574.jpg,Agaricus campestris,0.31216293573379517,0.22043152153491974,0.09173141419887543,True
277575.jpg,Agaricus campestris,0.3238334655761719,0.22060424089431763,0.10322922468185425,True
277576.jpg,Agaricus campestris,0.3305220603942871,0.2365429848432541,0.09397907555103302,True
28270.jpg,Agaricus campestris,0.31775665283203125,0.22613582015037537,0.09162083268165588,True
28295.jpg,Agaricus campestris,0.34084153175354004,0.20580631494522095,0.1350352168083191,True
28296.jpg,Agaricus campestris,0.325547456741333,0.21176777780056,0.11377967894077301,True
28297.jpg,Agaricus campestris,0.3475281298160553,0.253365159034729,0.0941629707813263,True
28680.jpg,Agaricus campestris,0.3224412798881531,0.21929456293582916,0.10314671695232391,True
28681.jpg,Agaricus campestris,0.3212577700614929,0.23897375166416168,0.08228401839733124,True
